3741020640174910,2803301701,3741354067205381,5239304643,'FriAug0817:56:23+08002014'
3741020640174910,2803301701,3741329337329249,2745966317,'FriAug0816:18:06+08002014'
3741020640174910,2803301701,3741310937104748,1862016874,'FriAug0815:05:00+08002014'
3741020640174910,2803301701,3741306150781411,2145395403,'FriAug0814:45:59+08002014'
3741020640174910,2803301701,3741304808719024,2673528433,'FriAug0814:40:39+08002014'
3741020640174910,2803301701,3741298077328147,2262358444,'FriAug0814:13:54+08002014'
3741020640174910,2803301701,3741284500501298,3019897987,'FriAug0813:19:57+08002014'
3741020640174910,2803301701,3741283342060076,1759741641,'FriAug0813:15:21+08002014'
3741020640174910,2803301701,3741280934898412,3967083154,'FriAug0813:05:46+08002014'
3741020640174910,2803301701,3741275562035556,2467361490,'FriAug0812:44:26+08002014'
3741020640174910,2803301701,3741275281322633,3226402911,'FriAug0812:43:19+08002014'
3741020640174910,2803301701,3741269236616853,3515141513,'FriAug0812:19:18+08002014'
3741020640174910,2803301701,3741261732811747,2026208853,'FriAug0811:49:28+08002014'
3741020640174910,2803301701,3741260668237626,1953786504,'FriAug0811:45:14+08002014'
3741020640174910,2803301701,3741260634633476,1787067571,'FriAug0811:45:06+08002014'
3741020640174910,2803301701,3741249485822769,3179390551,'FriAug0811:00:49+08002014'
3741020640174910,2803301701,3741247916801247,3841410704,'FriAug0810:54:35+08002014'
3741020640174910,2803301701,3741247133395207,5073767453,'FriAug0810:51:27+08002014'
3741020640174910,2803301701,3741246969583355,2774046380,'FriAug0810:50:49+08002014'
3741020640174910,2803301701,3741244939175092,2924629375,'FriAug0810:42:45+08002014'
3741020640174910,2803301701,3741243198227788,2683931592,'FriAug0810:35:50+08002014'
3741020640174910,2803301701,3741240346709430,3430052514,'FriAug0810:24:29+08002014'
3741020640174910,2803301701,3741239679733179,2930328610,'FriAug0810:21:50+08002014'
3741020640174910,2803301701,3741239298257227,2715497621,'FriAug0810:20:20+08002014'
3741020640174910,2803301701,3741237796129967,2648103765,'FriAug0810:14:21+08002014'
3741020640174910,2803301701,3741237733595272,2763512650,'FriAug0810:14:07+08002014'
3741020640174910,2803301701,3741237503309982,2164788573,'FriAug0810:13:12+08002014'
3741020640174910,2803301701,3741236802465658,1845196487,'FriAug0810:10:25+08002014'
3741020640174910,2803301701,3741236713827462,2185483561,'FriAug0810:10:04+08002014'
3741020640174910,2803301701,3741236450525943,1845196487,'FriAug0810:09:01+08002014'
3741020640174910,2803301701,3741235774418998,3761372687,'FriAug0810:06:19+08002014'
3741020640174910,2803301701,3741233740992806,2547611685,'FriAug0809:58:15+08002014'
3741020640174910,2803301701,3741231492692200,2692652333,'FriAug0809:49:19+08002014'
3741020640174910,2803301701,3741230896933818,3956792030,'FriAug0809:46:57+08002014'
3741020640174910,2803301701,3741230842570981,1006125542,'FriAug0809:46:44+08002014'
3741020640174910,2803301701,3741230644765255,5044712584,'FriAug0809:45:57+08002014'
3741020640174910,2803301701,3741229705699086,2733246792,'FriAug0809:42:12+08002014'
3741020640174910,2803301701,3741229658946356,1957193490,'FriAug0809:42:02+08002014'
3741020640174910,2803301701,3741229101987261,2270317950,'FriAug0809:39:48+08002014'
3741020640174910,2803301701,3741228476698791,3216195195,'FriAug0809:37:20+08002014'
3741020640174910,2803301701,3741225695495996,1934235380,'FriAug0809:26:17+08002014'
3741020640174910,2803301701,3741224554965053,2369955754,'FriAug0809:21:45+08002014'
3741020640174910,2803301701,3741223951503598,1646786094,'FriAug0809:19:21+08002014'
3741020640174910,2803301701,3741223879339712,2145395403,'FriAug0809:19:04+08002014'
3741020640174910,2803301701,3741223636256451,2160714187,'FriAug0809:18:06+08002014'
3741020640174910,2803301701,3741223330017996,1874152767,'FriAug0809:16:52+08002014'
3741020640174910,2803301701,3741223305571673,1891854982,'FriAug0809:16:47+08002014'
3741020640174910,2803301701,3741223179304296,1666052584,'FriAug0809:16:16+08002014'
3741020640174910,2803301701,3741223120530004,5149144075,'FriAug0809:16:03+08002014'
3741020640174910,2803301701,3741222893526500,3163368974,'FriAug0809:15:08+08002014'
3741020640174910,2803301701,3741222877220923,1276369113,'FriAug0809:15:05+08002014'
3741020640174910,2803301701,3741221316483813,2145395403,'FriAug0809:08:52+08002014'
3741020640174910,2803301701,3741221250291309,3013302282,'FriAug0809:08:37+08002014'
3741020640174910,2803301701,3741220968566348,5064844120,'FriAug0809:07:29+08002014'
3741020640174910,2803301701,3741216946511920,2177670122,'FriAug0808:51:31+08002014'
