3741354067205381,'Fri Aug 08 17:56:23 +0800 2014','转发微博',0,0,1062,428,5239304643,'转够了没',13,2,f,'',2,36,31,'Sun Aug 03 07:17:26 +0800 2014',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741329337329249,'Fri Aug 08 16:18:06 +0800 2014','🙏',0,0,1062,428,2745966317,'咯哒咯哒滴滴哒',100,1000,f,'',143,265,3,'Tue Jun 05 13:37:22 +0800 2012',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741310937104748,'Fri Aug 08 15:05:00 +0800 2014','//@广州共青团:[蜡烛][蜡烛][蜡烛]',0,0,1062,428,1862016874,'LIsha-雪莎莎',44,1,f,'http://blog.sina.com.cn/linazhile',344,420,520,'Mon Oct 25 20:06:09 +0800 2010',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741306150781411,'Fri Aug 08 14:45:59 +0800 2014','转发微博',0,0,1062,428,2145395403,'丁琴-丁琴',37,12,f,'',16,9,1834,'Thu May 26 14:51:33 +0800 2011',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741304808719024,'Fri Aug 08 14:40:39 +0800 2014','//@广工商院团委办公室: [蜡烛][蜡烛][蜡烛]//@广州共青团:[蜡烛][蜡烛][蜡烛]',0,0,1062,428,2673528433,'李国腾',44,1,m,'http://blog.sina.com.cn/u/2673528433',66,681,1414,'Tue Mar 20 14:55:22 +0800 2012',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741298077328147,'Fri Aug 08 14:13:54 +0800 2014','魂且安息[蜡烛][蜡烛][蜡烛]',0,0,1062,428,2262358444,'奋斗青年小小谦',43,1,f,'',433,430,1389,'Fri Jul 22 23:15:30 +0800 2011',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741284500501298,'Fri Aug 08 13:19:57 +0800 2014','[蜡烛] //@烧团小分队队长:[蜡烛]//@嘤嘤嘤嘤嘤QAQ:我还停留在300多那里[蜡烛]//@大西轰救我_要改个长名字w: 615[蜡烛]//@走在歪门邪道的大路上: [蜡烛]',0,0,1062,428,3019897987,'君的岳',100,1000,f,'',92,56,3070,'Sat Oct 20 21:05:57 +0800 2012',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741283342060076,'Fri Aug 08 13:15:21 +0800 2014','[蜡烛]',0,0,1062,428,1759741641,'圆脸姑娘oh',46,1,f,'',42,45,45,'Mon Feb 13 17:14:11 +0800 2012',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741280934898412,'Fri Aug 08 13:05:46 +0800 2014','天灾人难     天灾人难也罢破碎的家死的人够多了    可否请求老天爷别再拆磨手无缚鸡之力的老百姓     了   他们没饯没权没名只是一个家的父母   一个家的子女  [伤心]',0,0,1062,428,3967083154,'开心就是相信加自信',100,1000,f,'',36,27,45,'Mon Jan 06 19:34:08 +0800 2014',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741275562035556,'Fri Aug 08 12:44:26 +0800 2014','不要在上升了',0,0,1062,428,2467361490,'蓦然转动转经筒',45,7,f,'',141,201,1355,'Fri Oct 14 19:26:40 +0800 2011',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
3741275281322633,'Fri Aug 08 12:43:19 +0800 2014','转发微博',0,0,1062,428,3226402911,'包钢氧气厂共青团微博',15,2,f,'',518,1784,13739,'Wed Jan 23 16:30:09 +0800 2013',False,3741020640174910,'Thu Aug 07 19:51:26 +0800 2014',2803301701,'人民日报',11,1000,m,'',23166911,269,33690,Sun Jul 22 02:28:35 +0800 2012,True
